titulo,Tipo,precio,precio_original,descuento,ventas,link,ranking,plataforma,fecha_scraping,moneda,proveedor
Quality Men Shirt Long Sleeve Twill Solid Dress Business Office Casual Shirt Slim Fit Man Dress Shirts,Camisa,5.9,7.375,20,378,https://www.alibaba.com/product-detail/Quality-Men-Shirt-Long-Sleeve-Twill_1600506414954.html,1,Alibaba,10/13/2025,$,Qingdao Baohuiyang International Trade Co.
Wholesale Anti-pilling Dress Shirt for Men Solid Color Polyester Cotton Hot Sale Full Shirts Casual Poplin Style,Camisa,8.19,13.20967742,38,189,https://www.alibaba.com/product-detail/Wholesale-Anti-pilling-Dress-Shirt-for_1601571839066.html,4,Alibaba,10/13/2025,$,Yushan County Craftsmanship Clothing Co.
Customization Mens Business Dress Shirt Athletic Workwear Oversized Casual Printed Custom logo Plaid Button up Long Sleeve Shirt,Camisa,4.99,5.606741573,11,940,https://www.alibaba.com/product-detail/Customization-Mens-Business-Dress-Shirt-Athletic_1601382971895.html,1,Alibaba,10/13/2025,$,Hangzhou Hyacinth Industry Co.
Men's Dress Shirt Brand New Slim Fit Long Sleeve Chemise Homme Non Iron Easy Care Formal Shirt for Men,Camisa,2.9,4.833333333,40,594,https://www.alibaba.com/product-detail/Men-s-Dress-Shirt-Brand-New_1601307987465.html,4,Alibaba,10/13/2025,$,Zhejiang Qianzhe Import & Export Co.
Best Material Men Dress Shirts Soft Fabric and Breathable Top Selling Wholesale for Adults Wear,Camisa,6.5,8.441558442,23,597,https://www.alibaba.com/product-detail/Best-Material-Men-Dress-Shirts-Soft_10000030816555.html,4,Alibaba,10/13/2025,$,C mount
XXL Men's Dress Formal Shirt with Stand Collar Long Sleeves Button Closure White Suit Style,Camisa,4.4,6.285714286,30,275,https://www.alibaba.com/product-detail/XXL-Men-s-Dress-Formal-Shirt_1601567655639.html,3,Alibaba,10/13/2025,$,Ningbo Bliss Imp. & Exp. Co.
Men's Professional Formal Office Dress Shirts Fashion Long Sleeve Clothes Men Lapel French Cuffs Anti-Wrinkle Shirts for Men,Camisa,5.6,6.666666667,16,665,https://www.alibaba.com/product-detail/Men-s-Professional-Formal-Office-Dress_1601424373422.html,5,Alibaba,10/13/2025,$,Yiwu Hongmao E-Commerce Co.
Men's 100% Cotton Business Dress Shirt Solid Black Satin Single-Breasted Breathable Spring Dyeing Plain Color Formal,Camisa,30,49.18032787,39,383,https://www.alibaba.com/product-detail/Men-s-100-Cotton-Business-Dress_1601563127775.html,4,Alibaba,10/13/2025,$,Guangzhou Sanmian Garment Co.
Top Selling Casual Dress Shirt Easy Care Long Sleeve Men Button up Dress Shirt Formal Office Dress Shirts,Camisa,2.39,3.186666667,25,519,https://www.alibaba.com/product-detail/Top-Selling-Casual-Dress-Shirt-Easy_1601416859001.html,3,Alibaba,10/13/2025,$,Guangzhou Friendship Housewares Commerce Limited
Plus Size 5XL 6XL 7XL Men Solid Color Business Shirt Fashion Casual Slim White Long Sleeve Shirt Male Brand Clothes,Camisa,5.11,7.742424242,34,913,https://www.alibaba.com/product-detail/Plus-Size-5XL-6XL-7XL-Men_1600424040748.html,4,Alibaba,10/13/2025,$,Quanzhou Minshan Import & Export Trading Co.
